time,evid,arid,phase,network,station
2000-12-13T22:00:11.700000,420,6,S,X,ST7 
2000-12-13T22:00:08.590000,420,7,P,X,ST8 
2000-12-13T22:00:14.140000,420,8,S,X,ST8 
2000-12-13T22:00:08.940000,420,9,P,X,ST9 
2000-12-13T22:00:14.540000,420,10,S,X,ST9 
2000-12-13T22:00:10.470000,420,11,P,X,ST10
2000-12-13T22:00:17.100000,420,12,S,X,ST10
2000-12-13T22:00:08.620000,420,13,P,X,ST12
2000-12-13T22:00:03.100000,420,14,P,X,ST13
2000-12-13T22:00:04.550000,420,15,S,X,ST13
2000-12-13T22:00:05.450000,420,16,P,X,ST14
2000-12-13T22:00:08.530000,420,17,S,X,ST14
2000-12-13T22:00:04.280000,420,18,P,X,ST15
2000-12-13T22:00:06.540000,420,19,S,X,ST15
2000-12-13T22:00:07.840000,420,20,S,X,ST16
2000-12-13T22:00:03.600000,420,21,P,X,ST17
2000-12-13T22:00:03.350000,420,22,P,X,ST18
2000-12-13T22:00:04.970000,420,23,S,X,ST18
2000-12-13T22:00:04.840000,420,24,S,X,ST19
2000-12-13T22:00:08.450000,420,25,P,X,ST20
2000-12-13T22:00:08.580000,420,26,P,X,ST22
2000-12-13T22:00:05.030000,420,27,P,X,ST23
2000-12-13T22:00:07.780000,420,28,S,X,ST23
2000-12-13T22:00:08.040000,420,29,S,X,ST25
2000-12-13T22:00:02.780000,420,30,P,X,ST26
2000-12-13T22:00:04.030000,420,31,S,X,ST26
2000-12-13T22:01:06.270000,421,1,P,X,ST1 
2000-12-13T22:01:09.880000,421,2,S,X,ST1 
2000-12-13T22:01:13.100000,421,3,P,X,ST2 
2000-12-13T22:01:21.230000,421,4,S,X,ST2 
2000-12-13T22:01:10.240000,421,5,P,X,ST3 
2000-12-13T22:01:16.660000,421,6,S,X,ST3 
2000-12-13T22:01:06.220000,421,7,P,X,ST4 
2000-12-13T22:01:09.800000,421,8,S,X,ST4 
2000-12-13T22:01:09.630000,421,9,P,X,ST5 
2000-12-13T22:01:06.740000,421,10,P,X,ST6 
2000-12-13T22:01:06.960000,421,11,P,X,ST7 
2000-12-13T22:01:11.270000,421,12,S,X,ST7 
2000-12-13T22:01:13.710000,421,13,S,X,ST8 
2000-12-13T22:01:08.710000,421,14,P,X,ST9 
2000-12-13T22:01:14.160000,421,15,S,X,ST9 
2000-12-13T22:01:10.260000,421,16,P,X,ST10
2000-12-13T22:01:12.200000,421,17,P,X,ST11
2000-12-13T22:01:08.430000,421,18,S,X,ST14
2000-12-13T22:01:03.970000,421,19,P,X,ST15
2000-12-13T22:01:06.030000,421,20,S,X,ST15
2000-12-13T22:01:05.980000,421,21,S,X,ST17
2000-12-13T22:01:03.020000,421,22,P,X,ST18
2000-12-13T22:01:02.900000,421,23,P,X,ST19
2000-12-13T22:01:08.230000,421,24,P,X,ST20
2000-12-13T22:01:08.850000,421,25,S,X,ST21
2000-12-13T22:01:08.360000,421,26,P,X,ST22
2000-12-13T22:01:04.750000,421,27,P,X,ST23
2000-12-13T22:01:04.880000,421,28,P,X,ST25
2000-12-13T22:01:02.640000,421,29,P,X,ST26
2000-12-13T22:01:03.790000,421,30,S,X,ST26
2000-12-13T22:02:13.260000,422,1,P,X,ST0 
2000-12-13T22:02:07.420000,422,2,P,X,ST1 
2000-12-13T22:02:11.950000,422,3,S,X,ST1 
2000-12-13T22:02:11.630000,422,4,S,X,ST2 
2000-12-13T22:02:03.290000,422,5,P,X,ST3 
2000-12-13T22:02:05.050000,422,6,S,X,ST3 
2000-12-13T22:02:11.730000,422,7,P,X,ST4 
2000-12-13T22:02:19.400000,422,8,S,X,ST4 
2000-12-13T22:02:10.230000,422,9,P,X,ST6 
2000-12-13T22:02:08.500000,422,10,P,X,ST7 
2000-12-13T22:02:06.870000,422,11,P,X,ST8 
2000-12-13T22:02:11.340000,422,12,S,X,ST8 
2000-12-13T22:02:16.020000,422,13,S,X,ST9 
2000-12-13T22:02:03.070000,422,14,P,X,ST10
2000-12-13T22:02:04.650000,422,15,S,X,ST10
2000-12-13T22:02:02.780000,422,16,P,X,ST11
2000-12-13T22:02:05.270000,422,17,P,X,ST12
2000-12-13T22:02:10.580000,422,18,P,X,ST13
2000-12-13T22:02:15.540000,422,19,S,X,ST14
2000-12-13T22:02:10.040000,422,20,P,X,ST15
2000-12-13T22:02:13.030000,422,21,P,X,ST17
2000-12-13T22:02:18.090000,422,22,S,X,ST18
2000-12-13T22:02:10.400000,422,23,P,X,ST19
2000-12-13T22:02:05.700000,422,24,P,X,ST20
2000-12-13T22:02:08.000000,422,25,P,X,ST21
2000-12-13T22:02:13.010000,422,26,S,X,ST21
2000-12-13T22:02:05.420000,422,27,P,X,ST22
2000-12-13T22:02:14.310000,422,28,S,X,ST23
2000-12-13T22:02:11.980000,422,29,P,X,ST24
2000-12-13T22:02:19.770000,422,30,S,X,ST24
2000-12-13T22:02:14.510000,422,31,S,X,ST25
2000-12-13T22:02:19.800000,422,32,S,X,ST26
2000-12-13T22:03:06.610000,423,1,P,X,ST1 
2000-12-13T22:03:13.510000,423,2,P,X,ST2 
2000-12-13T22:03:21.920000,423,3,S,X,ST2 
2000-12-13T22:03:17.180000,423,4,S,X,ST3 
2000-12-13T22:03:06.030000,423,5,P,X,ST4 
2000-12-13T22:03:09.490000,423,6,S,X,ST4 
2000-12-13T22:03:10.050000,423,7,P,X,ST5 
2000-12-13T22:03:11.630000,423,8,S,X,ST6 
2000-12-13T22:03:07.050000,423,9,P,X,ST7 
2000-12-13T22:03:11.460000,423,10,S,X,ST7 
2000-12-13T22:03:08.560000,423,11,P,X,ST8 
2000-12-13T22:03:14.130000,423,12,S,X,ST8 
2000-12-13T22:03:08.730000,423,13,P,X,ST9 
2000-12-13T22:03:14.240000,423,14,S,X,ST9 
2000-12-13T22:03:12.550000,423,15,P,X,ST11
2000-12-13T22:03:20.850000,423,16,S,X,ST11
2000-12-13T22:03:03.130000,423,17,P,X,ST13
2000-12-13T22:03:04.630000,423,18,S,X,ST13
2000-12-13T22:03:09.230000,423,19,S,X,ST14
2000-12-13T22:03:03.950000,423,20,P,X,ST15
2000-12-13T22:03:06.000000,423,21,S,X,ST15
2000-12-13T22:03:04.650000,423,22,P,X,ST16
2000-12-13T22:03:07.130000,423,23,S,X,ST16
2000-12-13T22:03:04.050000,423,24,P,X,ST17
2000-12-13T22:03:06.220000,423,25,S,X,ST17
2000-12-13T22:03:02.860000,423,26,P,X,ST18
2000-12-13T22:03:04.150000,423,27,S,X,ST18
2000-12-13T22:03:03.020000,423,28,P,X,ST19
2000-12-13T22:03:04.430000,423,29,S,X,ST19
2000-12-13T22:03:05.970000,423,30,P,X,ST21
2000-12-13T22:03:09.390000,423,31,S,X,ST21
2000-12-13T22:03:08.690000,423,32,P,X,ST22
2000-12-13T22:03:14.080000,423,33,S,X,ST22
2000-12-13T22:03:05.010000,423,34,P,X,ST23
2000-12-13T22:03:02.530000,423,35,P,X,ST24
2000-12-13T22:03:03.620000,423,36,S,X,ST24
2000-12-13T22:03:05.070000,423,37,P,X,ST25
2000-12-13T22:04:09.640000,424,1,P,X,ST0 
2000-12-13T22:04:15.670000,424,2,S,X,ST0 
2000-12-13T22:04:03.690000,424,3,P,X,ST1 
2000-12-13T22:04:05.520000,424,4,S,X,ST1 
2000-12-13T22:04:08.330000,424,5,P,X,ST2 
2000-12-13T22:04:04.370000,424,6,P,X,ST3 
2000-12-13T22:04:14.200000,424,7,S,X,ST4 
2000-12-13T22:04:07.300000,424,8,P,X,ST6 
2000-12-13T22:04:08.890000,424,9,S,X,ST7 
2000-12-13T22:04:04.190000,424,10,P,X,ST8 
2000-12-13T22:04:12.070000,424,11,S,X,ST9 
2000-12-13T22:04:04.400000,424,12,P,X,ST10
2000-12-13T22:04:02.930000,424,13,P,X,ST12
2000-12-13T22:04:04.220000,424,14,S,X,ST12
2000-12-13T22:04:06.270000,424,15,P,X,ST14
2000-12-13T22:04:09.930000,424,16,S,X,ST14
2000-12-13T22:04:10.570000,424,17,S,X,ST15
2000-12-13T22:04:14.760000,424,18,S,X,ST16
2000-12-13T22:04:07.340000,424,19,P,X,ST18
2000-12-13T22:04:11.920000,424,20,S,X,ST18
2000-12-13T22:04:06.750000,424,21,P,X,ST19
2000-12-13T22:04:10.860000,424,22,S,X,ST19
2000-12-13T22:04:02.470000,424,23,P,X,ST20
2000-12-13T22:04:06.620000,424,24,S,X,ST21
2000-12-13T22:04:02.450000,424,25,P,X,ST22
2000-12-13T22:04:03.450000,424,26,S,X,ST22
2000-12-13T22:04:05.110000,424,27,P,X,ST23
2000-12-13T22:04:08.320000,424,28,P,X,ST24
2000-12-13T22:04:13.490000,424,29,S,X,ST24
2000-12-13T22:04:05.310000,424,30,P,X,ST25
2000-12-13T22:04:08.360000,424,31,P,X,ST26
2000-12-13T22:05:09.610000,425,1,P,X,ST0 
2000-12-13T22:05:08.200000,425,2,P,X,ST2 
2000-12-13T22:05:08.710000,425,3,P,X,ST4 
2000-12-13T22:05:05.920000,425,4,P,X,ST5 
2000-12-13T22:05:09.380000,425,5,S,X,ST5 
2000-12-13T22:05:07.240000,425,6,P,X,ST6 
2000-12-13T22:05:05.610000,425,7,P,X,ST7 
2000-12-13T22:05:04.310000,425,8,P,X,ST8 
2000-12-13T22:05:06.840000,425,9,S,X,ST8 
2000-12-13T22:05:07.510000,425,10,P,X,ST9 
2000-12-13T22:05:12.040000,425,11,S,X,ST9 
2000-12-13T22:05:06.780000,425,12,S,X,ST10
2000-12-13T22:05:06.300000,425,13,P,X,ST11
2000-12-13T22:05:10.280000,425,14,S,X,ST11
2000-12-13T22:05:03.040000,425,15,P,X,ST12
2000-12-13T22:05:04.410000,425,16,S,X,ST12
2000-12-13T22:05:06.930000,425,17,P,X,ST13
2000-12-13T22:05:11.090000,425,18,S,X,ST13
2000-12-13T22:05:06.200000,425,19,P,X,ST14
2000-12-13T22:05:09.810000,425,20,S,X,ST14
2000-12-13T22:05:10.550000,425,21,S,X,ST15
2000-12-13T22:05:09.020000,425,22,P,X,ST16
2000-12-13T22:05:14.700000,425,23,S,X,ST16
2000-12-13T22:05:07.350000,425,24,P,X,ST18
2000-12-13T22:05:06.730000,425,25,P,X,ST19
2000-12-13T22:05:10.790000,425,26,S,X,ST19
2000-12-13T22:05:02.880000,425,27,P,X,ST20
2000-12-13T22:05:04.190000,425,28,S,X,ST20
2000-12-13T22:05:02.810000,425,29,P,X,ST22
2000-12-13T22:05:04.060000,425,30,S,X,ST22
2000-12-13T22:05:08.060000,425,31,S,X,ST23
2000-12-13T22:05:08.300000,425,32,P,X,ST24
2000-12-13T22:05:08.460000,425,33,S,X,ST25
2000-12-13T22:05:13.480000,425,34,S,X,ST26
2000-12-13T22:06:08.920000,426,1,S,X,ST0 
2000-12-13T22:06:05.030000,426,2,P,X,ST1 
2000-12-13T22:06:07.760000,426,3,S,X,ST1 
2000-12-13T22:06:12.320000,426,4,P,X,ST2 
2000-12-13T22:06:19.960000,426,5,S,X,ST2 
2000-12-13T22:06:09.180000,426,6,P,X,ST3 
2000-12-13T22:06:15.010000,426,7,S,X,ST3 
2000-12-13T22:06:14.400000,426,8,S,X,ST5 
2000-12-13T22:06:06.710000,426,9,P,X,ST6 
2000-12-13T22:06:06.070000,426,10,P,X,ST7 
2000-12-13T22:06:09.830000,426,11,S,X,ST7 
2000-12-13T22:06:07.270000,426,12,P,X,ST8 
2000-12-13T22:06:08.150000,426,13,P,X,ST9 
2000-12-13T22:06:13.360000,426,14,S,X,ST9 
2000-12-13T22:06:15.080000,426,15,S,X,ST10
2000-12-13T22:06:18.600000,426,16,S,X,ST11
2000-12-13T22:06:07.420000,426,17,P,X,ST12
2000-12-13T22:06:11.840000,426,18,S,X,ST12
2000-12-13T22:06:02.380000,426,19,P,X,ST13
2000-12-13T22:06:03.370000,426,20,S,X,ST13
2000-12-13T22:06:05.200000,426,21,P,X,ST14
2000-12-13T22:06:04.490000,426,22,S,X,ST15
2000-12-13T22:06:05.740000,426,23,P,X,ST16
2000-12-13T22:06:05.690000,426,24,P,X,ST17
2000-12-13T22:06:08.970000,426,25,S,X,ST17
2000-12-13T22:06:04.290000,426,26,S,X,ST18
2000-12-13T22:06:02.570000,426,27,S,X,ST19
2000-12-13T22:06:06.340000,426,28,S,X,ST21
2000-12-13T22:06:11.750000,426,29,S,X,ST22
2000-12-13T22:06:03.050000,426,30,P,X,ST23
2000-12-13T22:06:04.440000,426,31,S,X,ST23
2000-12-13T22:06:04.020000,426,32,P,X,ST24
2000-12-13T22:06:05.000000,426,33,S,X,ST25
2000-12-13T22:06:04.020000,426,34,P,X,ST26
2000-12-13T22:07:05.160000,427,1,P,X,ST1 
2000-12-13T22:07:12.470000,427,2,P,X,ST2 
2000-12-13T22:07:20.220000,427,3,S,X,ST2 
2000-12-13T22:07:09.370000,427,4,P,X,ST3 
2000-12-13T22:07:15.330000,427,5,S,X,ST3 
2000-12-13T22:07:06.690000,427,6,P,X,ST4 
2000-12-13T22:07:09.070000,427,7,P,X,ST5 
2000-12-13T22:07:06.820000,427,8,P,X,ST6 
2000-12-13T22:07:10.910000,427,9,S,X,ST6 
2000-12-13T22:07:10.190000,427,10,S,X,ST7 
2000-12-13T22:07:07.460000,427,11,P,X,ST8 
2000-12-13T22:07:12.320000,427,12,S,X,ST8 
2000-12-13T22:07:08.370000,427,13,P,X,ST9 
2000-12-13T22:07:09.430000,427,14,P,X,ST10
2000-12-13T22:07:02.290000,427,15,P,X,ST13
2000-12-13T22:07:03.220000,427,16,S,X,ST13
2000-12-13T22:07:05.290000,427,17,P,X,ST14
2000-12-13T22:07:03.120000,427,18,P,X,ST15
2000-12-13T22:07:05.900000,427,19,P,X,ST16
2000-12-13T22:07:09.200000,427,20,S,X,ST16
2000-12-13T22:07:02.920000,427,21,P,X,ST18
2000-12-13T22:07:04.290000,427,22,S,X,ST18
2000-12-13T22:07:02.420000,427,23,S,X,ST19
2000-12-13T22:07:04.300000,427,24,P,X,ST21
2000-12-13T22:07:06.530000,427,25,S,X,ST21
2000-12-13T22:07:07.500000,427,26,P,X,ST22
2000-12-13T22:07:06.170000,427,27,S,X,ST24
2000-12-13T22:07:03.470000,427,28,P,X,ST25
2000-12-13T22:07:04.010000,427,29,P,X,ST26
2000-12-13T22:07:06.140000,427,30,S,X,ST26
2000-12-13T22:08:10.840000,428,1,P,X,ST0 
2000-12-13T22:08:04.950000,428,2,P,X,ST1 
2000-12-13T22:08:07.580000,428,3,S,X,ST1 
2000-12-13T22:08:07.370000,428,4,P,X,ST2 
2000-12-13T22:08:03.400000,428,5,P,X,ST3 
2000-12-13T22:08:09.900000,428,6,P,X,ST4 
2000-12-13T22:08:05.590000,428,7,P,X,ST5 
2000-12-13T22:08:08.870000,428,8,S,X,ST5 
2000-12-13T22:08:12.470000,428,9,S,X,ST6 
2000-12-13T22:08:10.820000,428,10,S,X,ST7 
2000-12-13T22:08:05.160000,428,11,P,X,ST8 
2000-12-13T22:08:08.250000,428,12,S,X,ST8 
2000-12-13T22:08:13.670000,428,13,S,X,ST9 
2000-12-13T22:08:03.160000,428,14,P,X,ST10
2000-12-13T22:08:04.700000,428,15,S,X,ST10
2000-12-13T22:08:05.270000,428,16,P,X,ST11
2000-12-13T22:08:02.570000,428,17,P,X,ST12
2000-12-13T22:08:03.620000,428,18,S,X,ST12
2000-12-13T22:08:08.100000,428,19,P,X,ST13
2000-12-13T22:08:13.070000,428,20,S,X,ST13
2000-12-13T22:08:07.020000,428,21,P,X,ST14
2000-12-13T22:08:11.080000,428,22,S,X,ST14
2000-12-13T22:08:10.290000,428,23,P,X,ST16
2000-12-13T22:08:08.610000,428,24,P,X,ST18
2000-12-13T22:08:14.000000,428,25,S,X,ST18
2000-12-13T22:08:07.970000,428,26,P,X,ST19
2000-12-13T22:08:12.890000,428,27,S,X,ST19
2000-12-13T22:08:03.250000,428,28,P,X,ST20
2000-12-13T22:08:05.610000,428,29,P,X,ST21
2000-12-13T22:08:08.760000,428,30,S,X,ST21
2000-12-13T22:08:02.860000,428,31,P,X,ST22
2000-12-13T22:08:04.140000,428,32,S,X,ST22
2000-12-13T22:08:06.370000,428,33,P,X,ST23
2000-12-13T22:08:06.580000,428,34,P,X,ST25
2000-12-13T22:08:10.550000,428,35,S,X,ST25
2000-12-13T22:08:09.580000,428,36,P,X,ST26
2000-12-13T22:08:15.580000,428,37,S,X,ST26
2000-12-13T22:09:10.120000,429,1,P,X,ST0 
2000-12-13T22:09:16.490000,429,2,S,X,ST0 
2000-12-13T22:09:04.170000,429,3,P,X,ST1 
2000-12-13T22:09:06.290000,429,4,S,X,ST1 
2000-12-13T22:09:03.980000,429,5,P,X,ST3 
2000-12-13T22:09:06.070000,429,6,S,X,ST3 
2000-12-13T22:09:09.130000,429,7,P,X,ST4 
2000-12-13T22:09:14.930000,429,8,S,X,ST4 
2000-12-13T22:09:05.950000,429,9,P,X,ST5 
2000-12-13T22:09:07.570000,429,10,P,X,ST6 
2000-12-13T22:09:05.970000,429,11,P,X,ST7 
2000-12-13T22:09:09.580000,429,12,S,X,ST7 
2000-12-13T22:09:04.450000,429,13,P,X,ST8 
2000-12-13T22:09:07.060000,429,14,S,X,ST8 
2000-12-13T22:09:07.810000,429,15,P,X,ST9 
2000-12-13T22:09:12.590000,429,16,S,X,ST9 
2000-12-13T22:09:06.020000,429,17,P,X,ST11
2000-12-13T22:09:02.670000,429,18,P,X,ST12
2000-12-13T22:09:07.410000,429,19,P,X,ST13
2000-12-13T22:09:11.920000,429,20,S,X,ST13
2000-12-13T22:09:06.610000,429,21,P,X,ST14
2000-12-13T22:09:10.420000,429,22,S,X,ST14
2000-12-13T22:09:11.390000,429,23,S,X,ST15
2000-12-13T22:09:09.500000,429,24,P,X,ST16
2000-12-13T22:09:09.860000,429,25,P,X,ST17
2000-12-13T22:09:07.840000,429,26,P,X,ST18
2000-12-13T22:09:12.750000,429,27,S,X,ST18
2000-12-13T22:09:11.660000,429,28,S,X,ST19
2000-12-13T22:09:02.400000,429,29,P,X,ST20
2000-12-13T22:09:03.380000,429,30,S,X,ST20
2000-12-13T22:09:02.170000,429,31,P,X,ST22
2000-12-13T22:09:05.610000,429,32,P,X,ST23
2000-12-13T22:09:14.280000,429,33,S,X,ST24
2000-12-13T22:09:05.800000,429,34,P,X,ST25
2000-12-13T22:09:14.360000,429,35,S,X,ST26
2000-12-13T22:10:05.670000,430,1,P,X,ST0 
2000-12-13T22:10:08.910000,430,2,S,X,ST0 
2000-12-13T22:10:07.800000,430,3,S,X,ST1 
2000-12-13T22:10:12.310000,430,4,P,X,ST2 
2000-12-13T22:10:19.950000,430,5,S,X,ST2 
2000-12-13T22:10:09.200000,430,6,P,X,ST3 
2000-12-13T22:10:06.560000,430,7,P,X,ST4 
2000-12-13T22:10:10.390000,430,8,S,X,ST4 
2000-12-13T22:10:08.910000,430,9,P,X,ST5 
2000-12-13T22:10:14.390000,430,10,S,X,ST5 
2000-12-13T22:10:10.650000,430,11,S,X,ST6 
2000-12-13T22:10:09.900000,430,12,S,X,ST7 
2000-12-13T22:10:07.300000,430,13,P,X,ST8 
2000-12-13T22:10:12.050000,430,14,S,X,ST8 
2000-12-13T22:10:09.260000,430,15,P,X,ST10
2000-12-13T22:10:02.330000,430,16,P,X,ST13
2000-12-13T22:10:03.290000,430,17,S,X,ST13
2000-12-13T22:10:05.160000,430,18,P,X,ST14
2000-12-13T22:10:08.910000,430,19,S,X,ST17
2000-12-13T22:10:01.920000,430,20,P,X,ST19
2000-12-13T22:10:07.190000,430,21,P,X,ST20
2000-12-13T22:10:11.600000,430,22,S,X,ST20
2000-12-13T22:10:04.210000,430,23,P,X,ST21
2000-12-13T22:10:06.130000,430,24,S,X,ST24
2000-12-13T22:10:03.430000,430,25,P,X,ST25
2000-12-13T22:10:04.010000,430,26,P,X,ST26
2000-12-13T22:11:07.010000,431,1,P,X,ST0 
2000-12-13T22:11:04.540000,431,2,S,X,ST1 
2000-12-13T22:11:10.370000,431,3,P,X,ST2 
2000-12-13T22:11:11.110000,431,4,S,X,ST3 
2000-12-13T22:11:07.270000,431,5,P,X,ST5 
2000-12-13T22:11:11.700000,431,6,S,X,ST5 
2000-12-13T22:11:10.130000,431,7,S,X,ST6 
2000-12-13T22:11:07.030000,431,8,P,X,ST9 
2000-12-13T22:11:11.360000,431,9,S,X,ST9 
2000-12-13T22:11:06.980000,431,10,P,X,ST10
2000-12-13T22:11:11.230000,431,11,S,X,ST10
2000-12-13T22:11:08.910000,431,12,P,X,ST11
2000-12-13T22:11:14.750000,431,13,S,X,ST11
2000-12-13T22:11:05.250000,431,14,P,X,ST12
2000-12-13T22:11:08.200000,431,15,S,X,ST12
2000-12-13T22:11:04.370000,431,16,P,X,ST13
2000-12-13T22:11:04.870000,431,17,P,X,ST14
2000-12-13T22:11:10.620000,431,18,S,X,ST16
2000-12-13T22:11:06.930000,431,19,P,X,ST17
2000-12-13T22:11:11.100000,431,20,S,X,ST17
2000-12-13T22:11:07.430000,431,21,S,X,ST18
2000-12-13T22:11:06.320000,431,22,S,X,ST19
2000-12-13T22:11:04.890000,431,23,P,X,ST20
2000-12-13T22:11:02.630000,431,24,P,X,ST21
2000-12-13T22:11:03.780000,431,25,S,X,ST21
2000-12-13T22:11:07.910000,431,26,S,X,ST22
2000-12-13T22:11:03.890000,431,27,S,X,ST23
2000-12-13T22:11:05.730000,431,28,P,X,ST24
2000-12-13T22:11:09.060000,431,29,S,X,ST24
2000-12-13T22:11:03.050000,431,30,P,X,ST25
2000-12-13T22:11:05.730000,431,31,P,X,ST26
2000-12-13T22:12:04.220000,432,1,P,X,ST0 
2000-12-13T22:12:06.460000,432,2,S,X,ST0 
2000-12-13T22:12:05.900000,432,3,P,X,ST1 
2000-12-13T22:12:09.270000,432,4,S,X,ST1 
2000-12-13T22:12:12.790000,432,5,P,X,ST2 
2000-12-13T22:12:20.710000,432,6,S,X,ST2 
2000-12-13T22:12:16.140000,432,7,S,X,ST3 
2000-12-13T22:12:06.270000,432,8,P,X,ST4 
2000-12-13T22:12:09.320000,432,9,P,X,ST5 
2000-12-13T22:12:06.580000,432,10,P,X,ST6 
2000-12-13T22:12:06.690000,432,11,P,X,ST7 
2000-12-13T22:12:07.990000,432,12,P,X,ST8 
2000-12-13T22:12:08.510000,432,13,P,X,ST9 
2000-12-13T22:12:09.900000,432,14,P,X,ST10
2000-12-13T22:12:16.150000,432,15,S,X,ST10
2000-12-13T22:12:08.060000,432,16,P,X,ST12
2000-12-13T22:12:12.890000,432,17,S,X,ST12
2000-12-13T22:12:02.350000,432,18,P,X,ST13
2000-12-13T22:12:03.310000,432,19,S,X,ST13
2000-12-13T22:12:05.190000,432,20,P,X,ST14
2000-12-13T22:12:03.700000,432,21,P,X,ST15
2000-12-13T22:12:07.980000,432,22,S,X,ST16
2000-12-13T22:12:04.270000,432,23,P,X,ST17
2000-12-13T22:12:06.580000,432,24,S,X,ST17
2000-12-13T22:12:02.820000,432,25,P,X,ST18
2000-12-13T22:12:02.440000,432,26,P,X,ST19
2000-12-13T22:12:12.730000,432,27,S,X,ST20
2000-12-13T22:12:05.280000,432,28,P,X,ST21
2000-12-13T22:12:08.210000,432,29,S,X,ST21
2000-12-13T22:12:04.330000,432,30,P,X,ST23
2000-12-13T22:12:02.740000,432,31,P,X,ST24
2000-12-13T22:12:04.490000,432,32,P,X,ST25
2000-12-13T22:12:02.850000,432,33,P,X,ST26
2000-12-13T22:12:04.150000,432,34,S,X,ST26
2000-12-13T22:13:05.330000,433,1,P,X,ST0 
2000-12-13T22:13:08.330000,433,2,S,X,ST0 
2000-12-13T22:13:04.730000,433,3,P,X,ST1 
2000-12-13T22:13:11.990000,433,4,P,X,ST2 
2000-12-13T22:13:13.880000,433,5,S,X,ST3 
2000-12-13T22:13:05.660000,433,6,P,X,ST4 
2000-12-13T22:13:08.880000,433,7,S,X,ST4 
2000-12-13T22:13:10.740000,433,8,S,X,ST6 
2000-12-13T22:13:05.230000,433,9,P,X,ST7 
2000-12-13T22:13:06.550000,433,10,P,X,ST8 
2000-12-13T22:13:07.150000,433,11,P,X,ST9 
2000-12-13T22:13:08.680000,433,12,P,X,ST10
2000-12-13T22:13:10.590000,433,13,P,X,ST11
2000-12-13T22:13:17.550000,433,14,S,X,ST11
2000-12-13T22:13:04.860000,433,15,S,X,ST13
2000-12-13T22:13:08.200000,433,16,S,X,ST14
2000-12-13T22:13:02.980000,433,17,P,X,ST15
2000-12-13T22:13:04.370000,433,18,S,X,ST15
2000-12-13T22:13:05.110000,433,19,P,X,ST16
2000-12-13T22:13:05.570000,433,20,P,X,ST17
2000-12-13T22:13:03.170000,433,21,P,X,ST18
2000-12-13T22:13:04.700000,433,22,S,X,ST18
2000-12-13T22:13:02.810000,433,23,P,X,ST19
2000-12-13T22:13:04.070000,433,24,S,X,ST19
2000-12-13T22:13:04.040000,433,25,P,X,ST21
2000-12-13T22:13:06.740000,433,26,P,X,ST22
2000-12-13T22:13:03.200000,433,27,P,X,ST23
2000-12-13T22:13:04.240000,433,28,P,X,ST24
2000-12-13T22:13:06.490000,433,29,S,X,ST24
2000-12-13T22:13:03.230000,433,30,P,X,ST25
2000-12-13T22:13:04.830000,433,31,S,X,ST25
2000-12-13T22:13:04.100000,433,32,P,X,ST26
2000-12-13T22:13:06.250000,433,33,S,X,ST26
2000-12-13T22:14:13.240000,434,1,P,X,ST0 
2000-12-13T22:14:21.830000,434,2,S,X,ST0 
2000-12-13T22:14:07.470000,434,3,P,X,ST1 
2000-12-13T22:14:07.550000,434,4,P,X,ST2 
2000-12-13T22:14:12.280000,434,5,S,X,ST2 
2000-12-13T22:14:03.210000,434,6,P,X,ST3 
2000-12-13T22:14:04.900000,434,7,S,X,ST3 
2000-12-13T22:14:11.620000,434,8,P,X,ST4 
2000-12-13T22:14:19.210000,434,9,S,X,ST4 
2000-12-13T22:14:07.520000,434,10,P,X,ST5 
2000-12-13T22:14:12.490000,434,11,S,X,ST5 
2000-12-13T22:14:10.400000,434,12,P,X,ST6 
2000-12-13T22:14:08.380000,434,13,P,X,ST7 
2000-12-13T22:14:13.790000,434,14,S,X,ST7 
2000-12-13T22:14:06.750000,434,15,P,X,ST8 
2000-12-13T22:14:09.550000,434,16,P,X,ST9 
2000-12-13T22:14:15.710000,434,17,S,X,ST9 
2000-12-13T22:14:03.260000,434,18,P,X,ST10
2000-12-13T22:14:03.070000,434,19,P,X,ST11
2000-12-13T22:14:09.660000,434,20,P,X,ST14
2000-12-13T22:14:20.280000,434,21,S,X,ST16
2000-12-13T22:14:21.670000,434,22,S,X,ST17
2000-12-13T22:14:10.870000,434,23,P,X,ST18
2000-12-13T22:14:05.670000,434,24,P,X,ST20
2000-12-13T22:14:08.950000,434,25,S,X,ST20
2000-12-13T22:14:07.970000,434,26,P,X,ST21
2000-12-13T22:14:12.930000,434,27,S,X,ST21
2000-12-13T22:14:05.430000,434,28,P,X,ST22
2000-12-13T22:14:14.220000,434,29,S,X,ST23
2000-12-13T22:14:11.990000,434,30,P,X,ST24
2000-12-13T22:14:11.970000,434,31,P,X,ST26
2000-12-13T22:14:19.730000,434,32,S,X,ST26
2000-12-13T22:15:10.470000,435,1,P,X,ST0 
2000-12-13T22:15:04.550000,435,2,P,X,ST1 
2000-12-13T22:15:06.920000,435,3,S,X,ST1 
2000-12-13T22:15:07.660000,435,4,P,X,ST2 
2000-12-13T22:15:03.680000,435,5,P,X,ST3 
2000-12-13T22:15:09.520000,435,6,P,X,ST4 
2000-12-13T22:15:15.590000,435,7,S,X,ST4 
2000-12-13T22:15:07.640000,435,8,P,X,ST6 
2000-12-13T22:15:12.120000,435,9,S,X,ST6 
2000-12-13T22:15:06.360000,435,10,P,X,ST7 
