evid,latitude,longitude,depth,time,mag
735,35.9845,-117.6774,2.8240,2000-12-14T03:15:01.000000,1.0
736,35.9121,-117.6823,4.8730,2000-12-14T03:16:01.000000,1.0
737,35.8717,-117.6849,7.5240,2000-12-14T03:17:01.000000,1.0
738,35.8848,-117.6830,2.9910,2000-12-14T03:18:01.000000,1.0
739,35.9371,-117.7022,4.1850,2000-12-14T03:19:01.000000,1.0
740,35.8863,-117.7327,7.5570,2000-12-14T03:20:01.000000,1.0
741,35.6750,-117.4684,6.9290,2000-12-14T03:21:01.000000,1.0
742,35.9182,-117.7330,6.3070,2000-12-14T03:22:01.000000,1.0
743,36.0483,-117.8643,1.0910,2000-12-14T03:23:01.000000,1.0
744,35.6711,-117.4742,2.9030,2000-12-14T03:24:01.000000,1.0
745,35.6361,-117.4396,4.2590,2000-12-14T03:25:01.000000,1.0
746,35.9158,-117.6944,4.7900,2000-12-14T03:26:01.000000,1.0
747,35.6300,-117.4320,4.4060,2000-12-14T03:27:01.000000,1.0
748,35.8678,-117.7016,4.6200,2000-12-14T03:28:01.000000,1.0
749,36.0264,-117.8630,2.9940,2000-12-14T03:29:01.000000,1.0
750,35.8839,-117.6888,7.4140,2000-12-14T03:30:01.000000,1.0
751,35.6270,-117.4267,4.3130,2000-12-14T03:31:01.000000,1.0
752,35.6258,-117.4319,3.5540,2000-12-14T03:32:01.000000,1.0
753,35.6487,-117.4866,4.3360,2000-12-14T03:33:01.000000,1.0
754,35.9413,-117.6957,4.4990,2000-12-14T03:34:01.000000,1.0
755,35.6212,-117.4394,6.9900,2000-12-14T03:35:01.000000,1.0
756,35.9182,-117.7220,3.7330,2000-12-14T03:36:01.000000,1.0
757,35.8811,-117.7144,4.1470,2000-12-14T03:37:01.000000,1.0
758,35.6746,-117.5064,4.9910,2000-12-14T03:38:01.000000,1.0
759,35.5609,-117.3276,3.6130,2000-12-14T03:39:01.000000,1.0
760,35.9554,-117.6998,4.7830,2000-12-14T03:40:01.000000,1.0
761,35.8801,-117.7083,4.7390,2000-12-14T03:41:01.000000,1.0
762,35.9305,-117.6946,4.4980,2000-12-14T03:42:01.000000,1.0
763,35.7320,-117.5318,6.2810,2000-12-14T03:43:01.000000,1.0
764,35.8914,-117.6991,6.5480,2000-12-14T03:44:01.000000,1.0
765,35.9088,-117.7007,4.6910,2000-12-14T03:45:01.000000,1.0
766,35.9451,-117.6954,3.7250,2000-12-14T03:46:01.000000,1.0
767,35.9679,-117.6636,3.4930,2000-12-14T03:47:01.000000,1.0
768,35.6615,-117.5282,7.4070,2000-12-14T03:48:01.000000,1.0
769,35.7062,-117.5668,8.5130,2000-12-14T03:49:01.000000,1.0
770,36.0431,-117.8700,3.7240,2000-12-14T03:50:01.000000,1.0
771,35.6209,-117.4508,5.3850,2000-12-14T03:51:01.000000,1.0
772,35.8854,-117.6892,7.1580,2000-12-14T03:52:01.000000,1.0
773,35.9362,-117.6748,3.8100,2000-12-14T03:53:01.000000,1.0
774,35.9241,-117.6923,4.2180,2000-12-14T03:54:01.000000,1.0
775,35.6278,-117.4270,5.8480,2000-12-14T03:55:01.000000,1.0
776,35.9077,-117.7486,5.9480,2000-12-14T03:56:01.000000,1.0
777,35.8664,-117.6799,7.2570,2000-12-14T03:57:01.000000,1.0
778,35.6364,-117.4410,7.1960,2000-12-14T03:58:01.000000,1.0
779,35.9745,-117.6657,3.6730,2000-12-14T03:59:01.000000,1.0
780,35.9146,-117.6903,4.8300,2000-12-14T04:00:01.000000,1.0
781,35.9510,-117.6978,4.4970,2000-12-14T04:01:01.000000,1.0
782,35.9042,-117.7029,8.8420,2000-12-14T04:02:01.000000,1.0
783,35.9380,-117.7004,4.1420,2000-12-14T04:03:01.000000,1.0
784,35.9053,-117.6916,4.7560,2000-12-14T04:04:01.000000,1.0
785,35.5987,-117.5905,4.5000,2000-12-14T04:05:01.000000,1.0
786,35.6571,-117.5407,9.0390,2000-12-14T04:06:01.000000,1.0
787,35.8922,-117.6771,4.4350,2000-12-14T04:07:01.000000,1.0
788,35.6029,-117.5781,4.4310,2000-12-14T04:08:01.000000,1.0
789,35.9456,-117.6954,3.8200,2000-12-14T04:09:01.000000,1.0
790,35.8663,-117.6976,5.2390,2000-12-14T04:10:01.000000,1.0
791,35.8968,-117.6976,6.1370,2000-12-14T04:11:01.000000,1.0
792,35.6810,-117.4732,6.5330,2000-12-14T04:12:01.000000,1.0
793,35.6790,-117.4697,7.2160,2000-12-14T04:13:01.000000,1.0
794,36.0615,-117.8526,3.3110,2000-12-14T04:14:01.000000,1.0
795,36.0498,-117.8528,3.8750,2000-12-14T04:15:01.000000,1.0
796,36.0536,-117.8529,3.4230,2000-12-14T04:16:01.000000,1.0
797,35.6996,-117.5916,7.5110,2000-12-14T04:17:01.000000,1.0
798,35.7740,-117.5618,6.6180,2000-12-14T04:18:01.000000,1.0
799,35.6125,-117.4501,3.5840,2000-12-14T04:19:01.000000,1.0
800,36.0658,-117.8541,3.4220,2000-12-14T04:20:01.000000,1.0
801,35.9331,-117.6974,4.2240,2000-12-14T04:21:01.000000,1.0
802,35.9228,-117.6885,5.2980,2000-12-14T04:22:01.000000,1.0
803,35.8670,-117.6881,8.6410,2000-12-14T04:23:01.000000,1.0
804,35.8918,-117.7315,6.4070,2000-12-14T04:24:01.000000,1.0
805,35.8741,-117.7052,4.5870,2000-12-14T04:25:01.000000,1.0
806,35.7041,-117.5089,5.4680,2000-12-14T04:26:01.000000,1.0
807,36.0487,-117.8475,3.1930,2000-12-14T04:27:01.000000,1.0
808,35.9681,-117.6619,3.5060,2000-12-14T04:28:01.000000,1.0
809,35.6260,-117.4286,4.5980,2000-12-14T04:29:01.000000,1.0
810,35.6950,-117.5302,8.5640,2000-12-14T04:30:01.000000,1.0
811,35.9046,-117.7336,4.4710,2000-12-14T04:31:01.000000,1.0
812,35.9208,-117.7264,3.9570,2000-12-14T04:32:01.000000,1.0
813,35.6214,-117.4458,5.6340,2000-12-14T04:33:01.000000,1.0
814,35.5958,-117.3964,6.9820,2000-12-14T04:34:01.000000,1.0
815,35.9395,-117.6972,4.1920,2000-12-14T04:35:01.000000,1.0
816,35.6042,-117.4684,4.3860,2000-12-14T04:36:01.000000,1.0
817,35.9014,-117.7254,5.2070,2000-12-14T04:37:01.000000,1.0
818,35.7224,-117.5533,5.0850,2000-12-14T04:38:01.000000,1.0
819,35.6874,-117.5261,7.8050,2000-12-14T04:39:01.000000,1.0
820,35.8681,-117.7038,8.8780,2000-12-14T04:40:01.000000,1.0
821,35.6454,-117.4542,5.9780,2000-12-14T04:41:01.000000,1.0
822,35.6990,-117.5048,7.8570,2000-12-14T04:42:01.000000,1.0
823,35.6868,-117.5005,9.5250,2000-12-14T04:43:01.000000,1.0
824,35.9169,-117.6933,4.4820,2000-12-14T04:44:01.000000,1.0
825,35.5741,-117.3495,3.6220,2000-12-14T04:45:01.000000,1.0
826,35.9669,-117.6615,3.6790,2000-12-14T04:46:01.000000,1.0
827,35.6039,-117.3959,7.2250,2000-12-14T04:47:01.000000,1.0
828,35.9112,-117.6964,4.5720,2000-12-14T04:48:01.000000,1.0
829,35.5960,-117.3966,6.9120,2000-12-14T04:49:01.000000,1.0
830,35.6920,-117.5265,8.6910,2000-12-14T04:50:01.000000,1.0
831,35.6618,-117.4704,4.9330,2000-12-14T04:51:01.000000,1.0
832,35.6719,-117.4816,4.2420,2000-12-14T04:52:01.000000,1.0
833,35.9336,-117.7042,4.4300,2000-12-14T04:53:01.000000,1.0
834,35.6215,-117.4460,5.6550,2000-12-14T04:54:01.000000,1.0
835,35.6787,-117.4854,1.1970,2000-12-14T04:55:01.000000,1.0
836,35.6826,-117.4832,6.4000,2000-12-14T04:56:01.000000,1.0
837,35.5974,-117.4326,7.7640,2000-12-14T04:57:01.000000,1.0
838,35.7162,-117.5212,4.1620,2000-12-14T04:58:01.000000,1.0
839,35.6773,-117.4849,2.7740,2000-12-14T04:59:01.000000,1.0
840,35.7369,-117.5572,8.1680,2000-12-14T05:00:01.000000,1.0
841,35.8808,-117.7125,4.4220,2000-12-14T05:01:01.000000,1.0
842,36.0550,-117.8524,3.6000,2000-12-14T05:02:01.000000,1.0
843,35.9882,-117.6709,2.7190,2000-12-14T05:03:01.000000,1.0
844,35.9062,-117.6906,5.1070,2000-12-14T05:04:01.000000,1.0
845,35.6674,-117.4763,4.8350,2000-12-14T05:05:01.000000,1.0
846,35.6825,-117.4881,1.2060,2000-12-14T05:06:01.000000,1.0
847,35.6069,-117.4633,3.6930,2000-12-14T05:07:01.000000,1.0
848,35.8555,-117.6820,7.9920,2000-12-14T05:08:01.000000,1.0
849,35.5740,-117.3493,3.6890,2000-12-14T05:09:01.000000,1.0
850,35.9074,-117.6903,4.3930,2000-12-14T05:10:01.000000,1.0
851,35.7053,-117.5503,8.5520,2000-12-14T05:11:01.000000,1.0
852,35.5993,-117.3949,7.1080,2000-12-14T05:12:01.000000,1.0
853,36.0230,-117.8523,2.8850,2000-12-14T05:13:01.000000,1.0
854,36.0657,-117.8540,3.4200,2000-12-14T05:14:01.000000,1.0
855,35.8998,-117.6757,4.2840,2000-12-14T05:15:01.000000,1.0
856,35.7531,-117.5734,6.2770,2000-12-14T05:16:01.000000,1.0
857,35.6692,-117.5050,5.9770,2000-12-14T05:17:01.000000,1.0
858,35.9276,-117.7073,4.4700,2000-12-14T05:18:01.000000,1.0
859,36.0588,-117.8549,3.1670,2000-12-14T05:19:01.000000,1.0
860,35.6643,-117.5173,8.5460,2000-12-14T05:20:01.000000,1.0
861,35.6801,-117.5170,8.6840,2000-12-14T05:21:01.000000,1.0
862,35.9190,-117.6979,3.9550,2000-12-14T05:22:01.000000,1.0
863,35.6584,-117.5366,7.8470,2000-12-14T05:23:01.000000,1.0
864,35.6643,-117.4742,7.4240,2000-12-14T05:24:01.000000,1.0
865,35.6663,-117.4824,5.7040,2000-12-14T05:25:01.000000,1.0
866,35.8975,-117.7129,8.0640,2000-12-14T05:26:01.000000,1.0
867,35.9704,-117.6745,3.1210,2000-12-14T05:27:01.000000,1.0
868,35.6853,-117.4852,6.6310,2000-12-14T05:28:01.000000,1.0
869,35.5722,-117.3490,4.0770,2000-12-14T05:29:01.000000,1.0
870,35.9127,-117.6983,5.0140,2000-12-14T05:30:01.000000,1.0
871,35.6724,-117.4778,4.9250,2000-12-14T05:31:01.000000,1.0
872,36.0557,-117.8514,3.5070,2000-12-14T05:32:01.000000,1.0
873,35.6623,-117.5019,5.4580,2000-12-14T05:33:01.000000,1.0
874,35.9019,-117.6811,4.0190,2000-12-14T05:34:01.000000,1.0
875,35.9091,-117.7018,4.9730,2000-12-14T05:35:01.000000,1.0
876,35.9100,-117.6801,2.9160,2000-12-14T05:36:01.000000,1.0
877,35.6367,-117.4410,7.1830,2000-12-14T05:37:01.000000,1.0
878,35.6682,-117.4830,0.7730,2000-12-14T05:38:01.000000,1.0
879,35.5657,-117.3314,2.9360,2000-12-14T05:39:01.000000,1.0
880,35.5769,-117.6252,5.8200,2000-12-14T05:40:01.000000,1.0
881,35.9018,-117.7060,6.9200,2000-12-14T05:41:01.000000,1.0
882,35.7089,-117.5399,8.4150,2000-12-14T05:42:01.000000,1.0
883,35.9013,-117.6817,4.6560,2000-12-14T05:43:01.000000,1.0
884,35.6224,-117.4363,6.7900,2000-12-14T05:44:01.000000,1.0
885,35.8699,-117.7057,5.2080,2000-12-14T05:45:01.000000,1.0
886,35.7459,-117.5366,6.5170,2000-12-14T05:46:01.000000,1.0
887,35.9400,-117.6984,4.1520,2000-12-14T05:47:01.000000,1.0
888,35.9360,-117.7014,4.3340,2000-12-14T05:48:01.000000,1.0
889,35.6767,-117.5487,7.9710,2000-12-14T05:49:01.000000,1.0
890,36.0418,-117.8702,3.1190,2000-12-14T05:50:01.000000,1.0
891,35.7098,-117.5068,7.1290,2000-12-14T05:51:01.000000,1.0
892,35.7226,-117.5584,8.0020,2000-12-14T05:52:01.000000,1.0
893,35.7596,-117.5714,7.4350,2000-12-14T05:53:01.000000,1.0
894,35.9324,-117.7156,6.1670,2000-12-14T05:54:01.000000,1.0
895,35.9690,-117.6621,3.1350,2000-12-14T05:55:01.000000,1.0
896,35.6812,-117.5384,7.6190,2000-12-14T05:56:01.000000,1.0
897,35.7298,-117.5574,8.6640,2000-12-14T05:57:01.000000,1.0
898,35.7225,-117.5298,5.9370,2000-12-14T05:58:01.000000,1.0
899,35.5629,-117.3295,3.3340,2000-12-14T05:59:01.000000,1.0
900,35.8948,-117.7029,6.0520,2000-12-14T06:00:01.000000,1.0
901,35.9267,-117.7140,4.4820,2000-12-14T06:01:01.000000,1.0
902,35.9085,-117.7259,5.1960,2000-12-14T06:02:01.000000,1.0
903,35.9185,-117.6919,4.4780,2000-12-14T06:03:01.000000,1.0
904,35.5938,-117.5841,4.6300,2000-12-14T06:04:01.000000,1.0
905,35.9081,-117.6963,5.2100,2000-12-14T06:05:01.000000,1.0
906,35.8787,-117.6979,7.2460,2000-12-14T06:06:01.000000,1.0
907,35.6025,-117.3954,7.4200,2000-12-14T06:07:01.000000,1.0
908,35.9127,-117.7234,6.9600,2000-12-14T06:08:01.000000,1.0
909,35.6740,-117.4800,5.7550,2000-12-14T06:09:01.000000,1.0
910,35.6227,-117.4426,6.7200,2000-12-14T06:10:01.000000,1.0
911,36.0642,-117.8401,3.7030,2000-12-14T06:11:01.000000,1.0
912,35.6104,-117.4104,5.6040,2000-12-14T06:12:01.000000,1.0
913,36.0503,-117.8583,3.5270,2000-12-14T06:13:01.000000,1.0
914,35.8898,-117.6785,4.6460,2000-12-14T06:14:01.000000,1.0
915,35.8821,-117.6869,8.0660,2000-12-14T06:15:01.000000,1.0
916,35.6841,-117.4781,6.3550,2000-12-14T06:16:01.000000,1.0
917,35.8969,-117.7007,6.3630,2000-12-14T06:17:01.000000,1.0
918,35.9156,-117.7331,5.1230,2000-12-14T06:18:01.000000,1.0
919,35.9280,-117.6939,4.7350,2000-12-14T06:19:01.000000,1.0
920,35.7498,-117.5668,4.5320,2000-12-14T06:20:01.000000,1.0
921,36.0300,-117.8580,2.9560,2000-12-14T06:21:01.000000,1.0
922,35.5752,-117.6202,6.1480,2000-12-14T06:22:01.000000,1.0
923,36.0562,-117.8538,3.0810,2000-12-14T06:23:01.000000,1.0
924,35.9009,-117.7310,6.4000,2000-12-14T06:24:01.000000,1.0
925,35.9211,-117.7263,3.9770,2000-12-14T06:25:01.000000,1.0
926,35.8894,-117.6662,7.7120,2000-12-14T06:26:01.000000,1.0
927,35.9233,-117.6940,4.5920,2000-12-14T06:27:01.000000,1.0
928,35.7392,-117.5582,3.8460,2000-12-14T06:28:01.000000,1.0
929,35.8971,-117.7143,7.8030,2000-12-14T06:29:01.000000,1.0
930,35.7499,-117.5756,6.0820,2000-12-14T06:30:01.000000,1.0
931,36.0410,-117.8677,3.1500,2000-12-14T06:31:01.000000,1.0
932,35.6820,-117.4969,4.8150,2000-12-14T06:32:01.000000,1.0
933,35.9119,-117.7314,4.1100,2000-12-14T06:33:01.000000,1.0
934,35.9583,-117.7029,4.0770,2000-12-14T06:34:01.000000,1.0
935,35.6419,-117.4446,1.9520,2000-12-14T06:35:01.000000,1.0
936,35.6561,-117.5217,9.7940,2000-12-14T06:36:01.000000,1.0
937,36.0488,-117.8476,3.2820,2000-12-14T06:37:01.000000,1.0
938,35.9706,-117.6619,3.7400,2000-12-14T06:38:01.000000,1.0
939,35.7129,-117.5637,6.5940,2000-12-14T06:39:01.000000,1.0
940,35.5757,-117.3569,4.6120,2000-12-14T06:40:01.000000,1.0
941,35.8817,-117.7133,4.5110,2000-12-14T06:41:01.000000,1.0
942,35.8901,-117.6746,7.6230,2000-12-14T06:42:01.000000,1.0
943,35.8830,-117.6992,5.8200,2000-12-14T06:43:01.000000,1.0
944,35.7492,-117.5534,5.3420,2000-12-14T06:44:01.000000,1.0
945,35.7230,-117.5418,4.9810,2000-12-14T06:45:01.000000,1.0
946,35.6807,-117.5089,7.4020,2000-12-14T06:46:01.000000,1.0
947,35.6782,-117.4716,5.3310,2000-12-14T06:47:01.000000,1.0
948,36.0539,-117.8566,3.5600,2000-12-14T06:48:01.000000,1.0
949,35.8635,-117.6704,8.0700,2000-12-14T06:49:01.000000,1.0
950,35.8812,-117.6908,4.5430,2000-12-14T06:50:01.000000,1.0
951,35.6039,-117.3988,7.0920,2000-12-14T06:51:01.000000,1.0
952,35.9087,-117.6948,4.7660,2000-12-14T06:52:01.000000,1.0
953,35.5709,-117.5982,6.7460,2000-12-14T06:53:01.000000,1.0
954,35.6457,-117.4959,6.2310,2000-12-14T06:54:01.000000,1.0
955,35.6767,-117.4998,5.5530,2000-12-14T06:55:01.000000,1.0
956,35.8885,-117.6749,7.4680,2000-12-14T06:56:01.000000,1.0
957,35.9248,-117.7186,4.3390,2000-12-14T06:57:01.000000,1.0
958,35.9246,-117.7036,4.5600,2000-12-14T06:58:01.000000,1.0
959,35.7465,-117.5706,4.8470,2000-12-14T06:59:01.000000,1.0
960,35.7364,-117.5654,3.6350,2000-12-14T07:00:01.000000,1.0
961,35.6001,-117.5825,4.1820,2000-12-14T07:01:01.000000,1.0
962,35.9218,-117.7128,6.4830,2000-12-14T07:02:01.000000,1.0
963,35.5726,-117.3490,3.9810,2000-12-14T07:03:01.000000,1.0
964,35.7618,-117.5726,7.1000,2000-12-14T07:04:01.000000,1.0
965,35.6708,-117.5189,9.1110,2000-12-14T07:05:01.000000,1.0
966,35.6013,-117.4314,5.8220,2000-12-14T07:06:01.000000,1.0
967,35.9415,-117.6958,4.3620,2000-12-14T07:07:01.000000,1.0
968,35.7139,-117.5478,5.4040,2000-12-14T07:08:01.000000,1.0
969,35.6717,-117.4838,4.7140,2000-12-14T07:09:01.000000,1.0
970,35.6642,-117.5174,8.5800,2000-12-14T07:10:01.000000,1.0
971,35.6563,-117.4678,5.2400,2000-12-14T07:11:01.000000,1.0
972,35.6693,-117.4812,2.3750,2000-12-14T07:12:01.000000,1.0
973,35.9142,-117.6899,4.8840,2000-12-14T07:13:01.000000,1.0
974,35.6008,-117.5967,5.2700,2000-12-14T07:14:01.000000,1.0
975,35.7330,-117.5360,6.1300,2000-12-14T07:15:01.000000,1.0
976,35.6826,-117.5337,7.2630,2000-12-14T07:16:01.000000,1.0
977,35.7027,-117.5174,9.1390,2000-12-14T07:17:01.000000,1.0
978,35.6636,-117.4807,6.0450,2000-12-14T07:18:01.000000,1.0
979,35.5978,-117.5894,4.5100,2000-12-14T07:19:01.000000,1.0
980,35.9169,-117.7297,4.2320,2000-12-14T07:20:01.000000,1.0
981,35.6421,-117.4519,3.7530,2000-12-14T07:21:01.000000,1.0
982,35.9335,-117.6969,4.2320,2000-12-14T07:22:01.000000,1.0
983,35.6867,-117.5317,8.0040,2000-12-14T07:23:01.000000,1.0
984,35.8925,-117.7253,6.6630,2000-12-14T07:24:01.000000,1.0
985,35.6737,-117.4835,6.0570,2000-12-14T07:25:01.000000,1.0
986,35.9213,-117.6830,4.2860,2000-12-14T07:26:01.000000,1.0
987,35.6523,-117.5198,9.4200,2000-12-14T07:27:01.000000,1.0
988,35.6489,-117.4584,2.4770,2000-12-14T07:28:01.000000,1.0
989,36.0679,-117.8570,3.2520,2000-12-14T07:29:01.000000,1.0
990,35.8698,-117.6871,8.3950,2000-12-14T07:30:01.000000,1.0
991,35.7534,-117.5727,7.1100,2000-12-14T07:31:01.000000,1.0
992,35.8209,-117.6433,4.1510,2000-12-14T07:32:01.000000,1.0
993,35.9231,-117.6972,4.4080,2000-12-14T07:33:01.000000,1.0
994,35.6697,-117.4722,4.4380,2000-12-14T07:34:01.000000,1.0
995,35.8675,-117.7027,5.0700,2000-12-14T07:35:01.000000,1.0
996,35.9506,-117.6969,4.9110,2000-12-14T07:36:01.000000,1.0
997,35.9273,-117.6949,4.9770,2000-12-14T07:37:01.000000,1.0
998,35.9225,-117.6910,4.8130,2000-12-14T07:38:01.000000,1.0
999,35.6990,-117.5091,7.8900,2000-12-14T07:39:01.000000,1.0
1000,35.6570,-117.4809,6.9710,2000-12-14T07:40:01.000000,1.0
